Train Size,Params,Validation MSE
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.75689887785551
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.320724561838574
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2626158611059823
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.7129787759093063
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.3099584096481878
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.8040082783287223
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.441399127118806
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.970865271409219
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.595799468102819
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.150223115694323
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.75689887785551
0.2,"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.320724561838574
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.008763617579377
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.337859778717957
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.079288895526674
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.479267167887879
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.286428009605678
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.8067465552076905
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5344728105983605
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.116433079166608
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.75689887785551
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.320724561838574
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.0342198885157203
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.4013321787351622
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0670607597036477
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.5217428108082958
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.286428009605678
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.8067465552076905
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5344728105983605
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.116433079166608
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.75689887785551
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.320724561838574
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.1559714568092536
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5258329398453534
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.1668306935920887
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.665548031197724
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.3414337982961277
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.8211741410510056
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5344728105983605
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.116433079166608
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.75689887785551
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.320724561838574
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2626158611059823
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.7129787759093063
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.3099584096481878
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.8040082783287223
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.441399127118806
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.970865271409219
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.595799468102819
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.150223115694323
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.75689887785551
0.2,"{'n_estimators': 100, 'max_depth': 50, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.320724561838574
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.98479130748453
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3040295631634535
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.053546839125834
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.453242264577102
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.281440827907135
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7816228994165955
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5240759668922004
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.063198545616901
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.749021033617492
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.293162316200794
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.998604266512374
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.348889347308453
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0481101735599
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.474730694939274
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.281440827907135
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7816228994165955
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5240759668922004
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.063198545616901
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.749021033617492
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.293162316200794
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.125718016693572
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.514286963427723
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.1678878997186337
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.637103545112743
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.333403231735711
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.787876467793003
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5240759668922004
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.063198545616901
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.749021033617492
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.293162316200794
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2550036739558594
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.676781325010105
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.3051486519021216
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.767686001644404
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.4377970330602414
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.9381074160948715
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5770310087695107
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.10612168044825
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.749021033617492
0.2,"{'n_estimators': 200, 'max_depth': None, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.293162316200794
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.58478510135875
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",4.124467679407479
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.6060693480118204
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.131229554854437
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.6894176181758547
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.245096204961141
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.83699384376755
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.436026510711988
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",4.001314884322259
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.617512880324826
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.6128841797663
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",4.1504912785787855
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.59641396767669
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.149505280693839
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.6894176181758547
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.245096204961141
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.83699384376755
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.436026510711988
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",4.001314884322259
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.617512880324826
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.657817719969683
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",4.202711098888285
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.6356309519634005
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.196305435705835
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.7136663822255698
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.318254610517618
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.83699384376755
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.436026510711988
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",4.001314884322259
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.617512880324826
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.7139832740039167
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",4.268179335095076
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.708467539951863
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.312404410233282
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.782636295250274
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.371869046312687
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.8660526895955827
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.482289217056565
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",4.001314884322259
0.2,"{'n_estimators': 200, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.617512880324826
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.977918005710664
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3247357848099997
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.040789979366541
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.444686524789458
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.282105467019467
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7848101293631267
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5203396771938196
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.051730861421767
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.748538348717318
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.292228661792679
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.002945979884875
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.387375309450756
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.060067269303592
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.483786150765867
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.282105467019467
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7848101293631267
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5203396771938196
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.051730861421767
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.748538348717318
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.292228661792679
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.10927973627287
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5186865668656013
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.167761941042203
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.608223835356798
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.31931001208236
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7902824282244176
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5203396771938196
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.051730861421767
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.748538348717318
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.292228661792679
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.262797213463684
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.680595123677918
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.2929215026351613
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.752965557134818
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.435731242751789
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.9429986526454015
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.579239146355021
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.111085908139798
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.748538348717318
0.2,"{'n_estimators': 200, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.292228661792679
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9833496052165636
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.3094436381807233
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0538978291567953
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.450563483316123
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.281440827907135
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7816228994165955
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.5240759668922004
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.063198545616901
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.749021033617492
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.293162316200794
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",2.9989596024133283
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.348308114903164
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.0479935670611664
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.4734953931086734
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.281440827907135
0.2,"{'n_estimators': 200, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",3.7816228994165955
